,instant_x,dteday,season,yr_x,mnth_x,hr,holiday_x,weekday_x,workingday,weathersit,temp,atemp_x,hum,windspeed,casual,registered,cnt,weather_name_x,time_category,instant_y,yr_y,mnth_y,holiday_y,weekday_y,atemp_y,season_name,weather_name_y,mnth_name,demand_category,weekday_name
9287,9288.0,2012-01-27,1,1.0,1.0,21.0,0.0,5.0,1,1,0.34,0.2879,0.53,0.5224,8,127,135,Cerah,Malam,,,,,,,,,,,
9288,9289.0,2012-01-27,1,1.0,1.0,22.0,0.0,5.0,1,1,0.34,0.303,0.49,0.3881,11,108,119,Cerah,Malam,,,,,,,,,,,
9289,9290.0,2012-01-27,1,1.0,1.0,23.0,0.0,5.0,1,1,0.32,0.2879,0.49,0.4179,8,78,86,Cerah,Malam,,,,,,,,,,,
9290,9291.0,2012-01-28,1,1.0,1.0,0.0,0.0,6.0,0,1,0.3,0.2879,0.52,0.2836,1,68,69,Cerah,Dini Hari,,,,,,,,,,,
9291,9292.0,2012-01-28,1,1.0,1.0,1.0,0.0,6.0,0,1,0.3,0.303,0.52,0.1642,1,57,58,Cerah,Dini Hari,,,,,,,,,,,
9292,9293.0,2012-01-28,1,1.0,1.0,2.0,0.0,6.0,0,1,0.26,0.303,0.6,0.0,3,38,41,Cerah,Dini Hari,,,,,,,,,,,
9293,9294.0,2012-01-28,1,1.0,1.0,3.0,0.0,6.0,0,1,0.26,0.2879,0.6,0.0896,1,16,17,Cerah,Dini Hari,,,,,,,,,,,
9294,9295.0,2012-01-28,1,1.0,1.0,4.0,0.0,6.0,0,1,0.26,0.2576,0.6,0.1642,0,8,8,Cerah,Dini Hari,,,,,,,,,,,
9295,9296.0,2012-01-28,1,1.0,1.0,5.0,0.0,6.0,0,1,0.24,0.2576,0.75,0.0896,0,10,10,Cerah,Dini Hari,,,,,,,,,,,
9296,9297.0,2012-01-28,1,1.0,1.0,6.0,0.0,6.0,0,1,0.24,0.2879,0.7,0.0,3,12,15,Cerah,Dini Hari,,,,,,,,,,,
9297,9298.0,2012-01-28,1,1.0,1.0,7.0,0.0,6.0,0,1,0.22,0.2727,0.75,0.0,3,28,31,Cerah,Pagi,,,,,,,,,,,
9298,9299.0,2012-01-28,1,1.0,1.0,8.0,0.0,6.0,0,1,0.2,0.2273,0.8,0.0896,9,82,91,Cerah,Pagi,,,,,,,,,,,
9299,9300.0,2012-01-28,1,1.0,1.0,9.0,0.0,6.0,0,1,0.22,0.2727,0.8,0.0,13,145,158,Cerah,Pagi,,,,,,,,,,,
9300,9301.0,2012-01-28,1,1.0,1.0,10.0,0.0,6.0,0,1,0.26,0.2727,0.7,0.1343,27,164,191,Cerah,Pagi,,,,,,,,,,,
9301,9302.0,2012-01-28,1,1.0,1.0,11.0,0.0,6.0,0,1,0.3,0.303,0.56,0.1343,55,241,296,Cerah,Siang,,,,,,,,,,,
9302,9303.0,2012-01-28,1,1.0,1.0,12.0,0.0,6.0,0,1,0.3,0.2879,0.61,0.2836,70,244,314,Cerah,Siang,,,,,,,,,,,
9303,9304.0,2012-01-28,1,1.0,1.0,13.0,0.0,6.0,0,1,0.34,0.3182,0.57,0.2537,80,293,373,Cerah,Siang,,,,,,,,,,,
9304,9305.0,2012-01-28,1,1.0,1.0,14.0,0.0,6.0,0,1,0.38,0.3939,0.5,0.3881,123,239,362,Cerah,Siang,,,,,,,,,,,
9305,9306.0,2012-01-28,1,1.0,1.0,15.0,0.0,6.0,0,1,0.4,0.4091,0.47,0.3284,90,320,410,Cerah,Siang,,,,,,,,,,,
9306,9307.0,2012-01-28,1,1.0,1.0,16.0,0.0,6.0,0,1,0.42,0.4242,0.44,0.3582,131,276,407,Cerah,Siang,,,,,,,,,,,
9307,9308.0,2012-01-28,1,1.0,1.0,17.0,0.0,6.0,0,1,0.42,0.4242,0.44,0.3881,57,233,290,Cerah,Sore,,,,,,,,,,,
9308,9309.0,2012-01-28,1,1.0,1.0,18.0,0.0,6.0,0,1,0.42,0.4242,0.41,0.2239,40,201,241,Cerah,Sore,,,,,,,,,,,
9309,9310.0,2012-01-28,1,1.0,1.0,19.0,0.0,6.0,0,2,0.42,0.4242,0.41,0.5522,33,173,206,Berkabut,Sore,,,,,,,,,,,
9310,9311.0,2012-01-28,1,1.0,1.0,20.0,0.0,6.0,0,1,0.4,0.4091,0.35,0.3881,5,115,120,Cerah,Sore,,,,,,,,,,,
9311,9312.0,2012-01-28,1,1.0,1.0,21.0,0.0,6.0,0,1,0.36,0.3333,0.29,0.3582,18,109,127,Cerah,Malam,,,,,,,,,,,
9312,9313.0,2012-01-28,1,1.0,1.0,22.0,0.0,6.0,0,1,0.34,0.3333,0.34,0.194,6,97,103,Cerah,Malam,,,,,,,,,,,
9313,9314.0,2012-01-28,1,1.0,1.0,23.0,0.0,6.0,0,1,0.32,0.3182,0.31,0.194,6,79,85,Cerah,Malam,,,,,,,,,,,
9314,9315.0,2012-01-29,1,1.0,1.0,0.0,0.0,0.0,0,1,0.3,0.2879,0.33,0.2239,15,81,96,Cerah,Dini Hari,,,,,,,,,,,
9315,9316.0,2012-01-29,1,1.0,1.0,1.0,0.0,0.0,0,1,0.3,0.2727,0.28,0.3582,5,68,73,Cerah,Dini Hari,,,,,,,,,,,
9316,9317.0,2012-01-29,1,1.0,1.0,2.0,0.0,0.0,0,1,0.28,0.2576,0.26,0.3284,3,48,51,Cerah,Dini Hari,,,,,,,,,,,
9317,9318.0,2012-01-29,1,1.0,1.0,3.0,0.0,0.0,0,1,0.26,0.2576,0.28,0.194,4,17,21,Cerah,Dini Hari,,,,,,,,,,,
9318,9319.0,2012-01-29,1,1.0,1.0,4.0,0.0,0.0,0,1,0.24,0.2576,0.3,0.0,0,5,5,Cerah,Dini Hari,,,,,,,,,,,
9319,9320.0,2012-01-29,1,1.0,1.0,5.0,0.0,0.0,0,1,0.2,0.2121,0.51,0.1343,1,6,7,Cerah,Dini Hari,,,,,,,,,,,
9320,9321.0,2012-01-29,1,1.0,1.0,6.0,0.0,0.0,0,1,0.2,0.2273,0.4,0.1045,1,4,5,Cerah,Dini Hari,,,,,,,,,,,
9321,9322.0,2012-01-29,1,1.0,1.0,7.0,0.0,0.0,0,1,0.2,0.2121,0.37,0.1343,0,12,12,Cerah,Pagi,,,,,,,,,,,
9322,9323.0,2012-01-29,1,1.0,1.0,8.0,0.0,0.0,0,1,0.18,0.197,0.4,0.1343,9,61,70,Cerah,Pagi,,,,,,,,,,,
9323,9324.0,2012-01-29,1,1.0,1.0,9.0,0.0,0.0,0,1,0.18,0.197,0.43,0.1343,13,98,111,Cerah,Pagi,,,,,,,,,,,
9324,9325.0,2012-01-29,1,1.0,1.0,10.0,0.0,0.0,0,1,0.24,0.2424,0.35,0.1343,38,153,191,Cerah,Pagi,,,,,,,,,,,
9325,9326.0,2012-01-29,1,1.0,1.0,11.0,0.0,0.0,0,1,0.28,0.2727,0.28,0.2239,57,198,255,Cerah,Siang,,,,,,,,,,,
9326,9327.0,2012-01-29,1,1.0,1.0,12.0,0.0,0.0,0,1,0.32,0.303,0.26,0.2239,73,215,288,Cerah,Siang,,,,,,,,,,,
9327,9328.0,2012-01-29,1,1.0,1.0,13.0,0.0,0.0,0,1,0.32,0.303,0.26,0.2239,78,238,316,Cerah,Siang,,,,,,,,,,,
9328,9329.0,2012-01-29,1,1.0,1.0,14.0,0.0,0.0,0,1,0.32,0.303,0.26,0.2537,51,229,280,Cerah,Siang,,,,,,,,,,,
9329,9330.0,2012-01-29,1,1.0,1.0,15.0,0.0,0.0,0,1,0.36,0.3333,0.25,0.2836,68,242,310,Cerah,Siang,,,,,,,,,,,
9330,9331.0,2012-01-29,1,1.0,1.0,16.0,0.0,0.0,0,1,0.36,0.3333,0.21,0.4179,54,268,322,Cerah,Siang,,,,,,,,,,,
9331,9332.0,2012-01-29,1,1.0,1.0,17.0,0.0,0.0,0,1,0.36,0.3333,0.21,0.4179,33,201,234,Cerah,Sore,,,,,,,,,,,
9332,9333.0,2012-01-29,1,1.0,1.0,18.0,0.0,0.0,0,1,0.34,0.303,0.23,0.3582,17,151,168,Cerah,Sore,,,,,,,,,,,
9333,9334.0,2012-01-29,1,1.0,1.0,19.0,0.0,0.0,0,1,0.32,0.303,0.29,0.2537,14,145,159,Cerah,Sore,,,,,,,,,,,
9334,9335.0,2012-01-29,1,1.0,1.0,20.0,0.0,0.0,0,1,0.3,0.2879,0.39,0.2239,13,98,111,Cerah,Sore,,,,,,,,,,,
9335,9336.0,2012-01-29,1,1.0,1.0,21.0,0.0,0.0,0,1,0.3,0.2879,0.33,0.2836,0,69,69,Cerah,Malam,,,,,,,,,,,
9336,9337.0,2012-01-29,1,1.0,1.0,22.0,0.0,0.0,0,1,0.32,0.2879,0.26,0.3881,7,57,64,Cerah,Malam,,,,,,,,,,,
9337,9338.0,2012-01-29,1,1.0,1.0,23.0,0.0,0.0,0,1,0.3,0.2727,0.33,0.3284,4,21,25,Cerah,Malam,,,,,,,,,,,
9338,9339.0,2012-01-30,1,1.0,1.0,0.0,0.0,1.0,1,2,0.32,0.2879,0.26,0.4179,0,10,10,Berkabut,Dini Hari,,,,,,,,,,,
9339,9340.0,2012-01-30,1,1.0,1.0,1.0,0.0,1.0,1,1,0.26,0.2273,0.6,0.3582,0,9,9,Cerah,Dini Hari,,,,,,,,,,,
9340,9341.0,2012-01-30,1,1.0,1.0,2.0,0.0,1.0,1,1,0.24,0.2121,0.48,0.3582,1,6,7,Cerah,Dini Hari,,,,,,,,,,,
9341,9342.0,2012-01-30,1,1.0,1.0,3.0,0.0,1.0,1,1,0.24,0.2273,0.48,0.194,0,4,4,Cerah,Dini Hari,,,,,,,,,,,
9342,9343.0,2012-01-30,1,1.0,1.0,4.0,0.0,1.0,1,1,0.2,0.2121,0.51,0.1343,0,5,5,Cerah,Dini Hari,,,,,,,,,,,
9343,9344.0,2012-01-30,1,1.0,1.0,5.0,0.0,1.0,1,1,0.2,0.2121,0.51,0.1343,0,26,26,Cerah,Dini Hari,,,,,,,,,,,
9344,9345.0,2012-01-30,1,1.0,1.0,6.0,0.0,1.0,1,1,0.22,0.2121,0.44,0.2537,0,80,80,Cerah,Dini Hari,,,,,,,,,,,
9345,9346.0,2012-01-30,1,1.0,1.0,7.0,0.0,1.0,1,1,0.22,0.2121,0.44,0.2836,4,221,225,Cerah,Pagi,,,,,,,,,,,
9346,9347.0,2012-01-30,1,1.0,1.0,8.0,0.0,1.0,1,1,0.2,0.197,0.47,0.2239,12,481,493,Cerah,Pagi,,,,,,,,,,,
9347,9348.0,2012-01-30,1,1.0,1.0,9.0,0.0,1.0,1,1,0.2,0.197,0.47,0.2239,5,193,198,Cerah,Pagi,,,,,,,,,,,
9348,9349.0,2012-01-30,1,1.0,1.0,10.0,0.0,1.0,1,1,0.22,0.2121,0.41,0.2836,3,82,85,Cerah,Pagi,,,,,,,,,,,
9349,9350.0,2012-01-30,1,1.0,1.0,11.0,0.0,1.0,1,1,0.26,0.2576,0.38,0.0,6,93,99,Cerah,Siang,,,,,,,,,,,
9350,9351.0,2012-01-30,1,1.0,1.0,12.0,0.0,1.0,1,1,0.26,0.2273,0.35,0.3881,5,129,134,Cerah,Siang,,,,,,,,,,,
9351,9352.0,2012-01-30,1,1.0,1.0,13.0,0.0,1.0,1,1,0.3,0.2879,0.31,0.194,15,117,132,Cerah,Siang,,,,,,,,,,,
9352,9353.0,2012-01-30,1,1.0,1.0,14.0,0.0,1.0,1,1,0.32,0.3333,0.24,0.1343,15,100,115,Cerah,Siang,,,,,,,,,,,
9353,9354.0,2012-01-30,1,1.0,1.0,15.0,0.0,1.0,1,1,0.32,0.3182,0.24,0.194,7,131,138,Cerah,Siang,,,,,,,,,,,
9354,9355.0,2012-01-30,1,1.0,1.0,16.0,0.0,1.0,1,1,0.34,0.3333,0.25,0.194,11,210,221,Cerah,Siang,,,,,,,,,,,
9355,9356.0,2012-01-30,1,1.0,1.0,17.0,0.0,1.0,1,1,0.36,0.3485,0.21,0.194,16,422,438,Cerah,Sore,,,,,,,,,,,
9356,9357.0,2012-01-30,1,1.0,1.0,18.0,0.0,1.0,1,1,0.34,0.3333,0.23,0.1642,11,399,410,Cerah,Sore,,,,,,,,,,,
9357,9358.0,2012-01-30,1,1.0,1.0,19.0,0.0,1.0,1,1,0.3,0.3182,0.45,0.1045,8,298,306,Cerah,Sore,,,,,,,,,,,
9358,9359.0,2012-01-30,1,1.0,1.0,20.0,0.0,1.0,1,1,0.3,0.303,0.39,0.1642,2,179,181,Cerah,Sore,,,,,,,,,,,
9359,9360.0,2012-01-30,1,1.0,1.0,21.0,0.0,1.0,1,1,0.3,0.303,0.42,0.1642,3,159,162,Cerah,Malam,,,,,,,,,,,
9360,9361.0,2012-01-30,1,1.0,1.0,22.0,0.0,1.0,1,1,0.28,0.2727,0.48,0.2239,2,92,94,Cerah,Malam,,,,,,,,,,,
9361,9362.0,2012-01-30,1,1.0,1.0,23.0,0.0,1.0,1,1,0.26,0.2576,0.6,0.194,0,52,52,Cerah,Malam,,,,,,,,,,,
9362,9363.0,2012-01-31,1,1.0,1.0,0.0,0.0,2.0,1,1,0.28,0.2727,0.52,0.2537,0,15,15,Cerah,Dini Hari,,,,,,,,,,,
9363,9364.0,2012-01-31,1,1.0,1.0,1.0,0.0,2.0,1,1,0.3,0.2727,0.42,0.2985,1,7,8,Cerah,Dini Hari,,,,,,,,,,,
9364,9365.0,2012-01-31,1,1.0,1.0,2.0,0.0,2.0,1,1,0.3,0.2879,0.42,0.2239,0,2,2,Cerah,Dini Hari,,,,,,,,,,,
9365,9366.0,2012-01-31,1,1.0,1.0,3.0,0.0,2.0,1,1,0.3,0.2879,0.45,0.2239,0,2,2,Cerah,Dini Hari,,,,,,,,,,,
9366,9367.0,2012-01-31,1,1.0,1.0,4.0,0.0,2.0,1,1,0.3,0.2879,0.49,0.194,0,1,1,Cerah,Dini Hari,,,,,,,,,,,
9367,9368.0,2012-01-31,1,1.0,1.0,5.0,0.0,2.0,1,1,0.3,0.2879,0.49,0.194,0,22,22,Cerah,Dini Hari,,,,,,,,,,,
9368,9369.0,2012-01-31,1,1.0,1.0,6.0,0.0,2.0,1,1,0.28,0.2727,0.52,0.1642,0,104,104,Cerah,Dini Hari,,,,,,,,,,,
9369,9370.0,2012-01-31,1,1.0,1.0,7.0,0.0,2.0,1,1,0.26,0.2576,0.6,0.194,6,273,279,Cerah,Pagi,,,,,,,,,,,
9370,9371.0,2012-01-31,1,1.0,1.0,8.0,0.0,2.0,1,1,0.26,0.2727,0.6,0.1045,14,498,512,Cerah,Pagi,,,,,,,,,,,
9371,9372.0,2012-01-31,1,1.0,1.0,9.0,0.0,2.0,1,1,0.3,0.2879,0.52,0.194,30,231,261,Cerah,Pagi,,,,,,,,,,,
9372,9373.0,2012-01-31,1,1.0,1.0,10.0,0.0,2.0,1,2,0.32,0.3182,0.57,0.194,34,110,144,Berkabut,Pagi,,,,,,,,,,,
9373,9374.0,2012-01-31,1,1.0,1.0,11.0,0.0,2.0,1,1,0.4,0.4091,0.37,0.2836,14,125,139,Cerah,Siang,,,,,,,,,,,
9374,9375.0,2012-01-31,1,1.0,1.0,12.0,0.0,2.0,1,1,0.4,0.4091,0.43,0.2985,13,181,194,Cerah,Siang,,,,,,,,,,,
9375,9376.0,2012-01-31,1,1.0,1.0,13.0,0.0,2.0,1,1,0.46,0.4545,0.36,0.2239,27,171,198,Cerah,Siang,,,,,,,,,,,
9376,9377.0,2012-01-31,1,1.0,1.0,14.0,0.0,2.0,1,1,0.5,0.4848,0.29,0.3284,18,142,160,Cerah,Siang,,,,,,,,,,,
9377,9378.0,2012-01-31,1,1.0,1.0,15.0,0.0,2.0,1,1,0.54,0.5152,0.26,0.4478,27,150,177,Cerah,Siang,,,,,,,,,,,
9378,9379.0,2012-01-31,1,1.0,1.0,16.0,0.0,2.0,1,1,0.54,0.5152,0.26,0.4478,30,277,307,Cerah,Siang,,,,,,,,,,,
9379,9380.0,2012-01-31,1,1.0,1.0,17.0,0.0,2.0,1,1,0.54,0.5152,0.26,0.4179,41,518,559,Cerah,Sore,,,,,,,,,,,
9380,9381.0,2012-01-31,1,1.0,1.0,18.0,0.0,2.0,1,1,0.54,0.5152,0.24,0.3582,16,486,502,Cerah,Sore,,,,,,,,,,,
9381,9382.0,2012-01-31,1,1.0,1.0,19.0,0.0,2.0,1,1,0.5,0.4848,0.29,0.2836,22,306,328,Cerah,Sore,,,,,,,,,,,
9382,9383.0,2012-01-31,1,1.0,1.0,20.0,0.0,2.0,1,1,0.4,0.4091,0.58,0.1045,15,223,238,Cerah,Sore,,,,,,,,,,,
9383,9384.0,2012-01-31,1,1.0,1.0,21.0,0.0,2.0,1,1,0.46,0.4545,0.33,0.2985,3,162,165,Cerah,Malam,,,,,,,,,,,
9384,9385.0,2012-01-31,1,1.0,1.0,22.0,0.0,2.0,1,1,0.44,0.4394,0.35,0.2985,11,118,129,Cerah,Malam,,,,,,,,,,,
9385,9386.0,2012-01-31,1,1.0,1.0,23.0,0.0,2.0,1,1,0.44,0.4394,0.38,0.2537,2,61,63,Cerah,Malam,,,,,,,,,,,
9386,9387.0,2012-02-01,1,1.0,2.0,0.0,0.0,3.0,1,1,0.44,0.4394,0.38,0.2836,0,31,31,Cerah,Dini Hari,,,,,,,,,,,
9387,9388.0,2012-02-01,1,1.0,2.0,1.0,0.0,3.0,1,1,0.44,0.4394,0.41,0.2836,0,4,4,Cerah,Dini Hari,,,,,,,,,,,
9388,9389.0,2012-02-01,1,1.0,2.0,2.0,0.0,3.0,1,1,0.44,0.4394,0.44,0.2836,1,6,7,Cerah,Dini Hari,,,,,,,,,,,
9389,9390.0,2012-02-01,1,1.0,2.0,3.0,0.0,3.0,1,1,0.44,0.4394,0.44,0.194,0,3,3,Cerah,Dini Hari,,,,,,,,,,,
9390,9391.0,2012-02-01,1,1.0,2.0,4.0,0.0,3.0,1,1,0.4,0.4091,0.5,0.1642,0,1,1,Cerah,Dini Hari,,,,,,,,,,,
9391,9392.0,2012-02-01,1,1.0,2.0,5.0,0.0,3.0,1,1,0.4,0.4091,0.5,0.1642,0,18,18,Cerah,Dini Hari,,,,,,,,,,,
9392,9393.0,2012-02-01,1,1.0,2.0,6.0,0.0,3.0,1,3,0.4,0.4091,0.54,0.1642,0,67,67,Hujan Ringan,Dini Hari,,,,,,,,,,,
9393,9394.0,2012-02-01,1,1.0,2.0,7.0,0.0,3.0,1,3,0.38,0.3939,0.62,0.0896,7,201,208,Hujan Ringan,Pagi,,,,,,,,,,,
9394,9395.0,2012-02-01,1,1.0,2.0,8.0,0.0,3.0,1,3,0.36,0.3636,0.73,0.1045,15,505,520,Hujan Ringan,Pagi,,,,,,,,,,,
9395,9396.0,2012-02-01,1,1.0,2.0,9.0,0.0,3.0,1,2,0.36,0.3485,0.71,0.194,9,267,276,Berkabut,Pagi,,,,,,,,,,,
9396,9397.0,2012-02-01,1,1.0,2.0,10.0,0.0,3.0,1,1,0.4,0.4091,0.62,0.1343,9,124,133,Cerah,Pagi,,,,,,,,,,,
9397,9398.0,2012-02-01,1,1.0,2.0,11.0,0.0,3.0,1,1,0.4,0.4091,0.58,0.1642,27,116,143,Cerah,Siang,,,,,,,,,,,
9398,9399.0,2012-02-01,1,1.0,2.0,12.0,0.0,3.0,1,1,0.44,0.4394,0.54,0.1045,26,153,179,Cerah,Siang,,,,,,,,,,,
9399,9400.0,2012-02-01,1,1.0,2.0,13.0,0.0,3.0,1,1,0.46,0.4545,0.47,0.2239,12,174,186,Cerah,Siang,,,,,,,,,,,
9400,9401.0,2012-02-01,1,1.0,2.0,14.0,0.0,3.0,1,1,0.62,0.6212,0.33,0.2239,33,159,192,Cerah,Siang,,,,,,,,,,,
9401,9402.0,2012-02-01,1,1.0,2.0,15.0,0.0,3.0,1,1,0.6,0.6212,0.35,0.2836,25,169,194,Cerah,Siang,,,,,,,,,,,
9402,9403.0,2012-02-01,1,1.0,2.0,16.0,0.0,3.0,1,1,0.6,0.6212,0.4,0.2239,22,261,283,Cerah,Siang,,,,,,,,,,,
9403,9404.0,2012-02-01,1,1.0,2.0,17.0,0.0,3.0,1,1,0.58,0.5455,0.43,0.194,31,508,539,Cerah,Sore,,,,,,,,,,,
9404,9405.0,2012-02-01,1,1.0,2.0,18.0,0.0,3.0,1,1,0.56,0.5303,0.46,0.1642,12,514,526,Cerah,Sore,,,,,,,,,,,
9405,9406.0,2012-02-01,1,1.0,2.0,19.0,0.0,3.0,1,1,0.54,0.5152,0.52,0.2836,20,315,335,Cerah,Sore,,,,,,,,,,,
9406,9407.0,2012-02-01,1,1.0,2.0,20.0,0.0,3.0,1,1,0.52,0.5,0.52,0.1642,10,254,264,Cerah,Sore,,,,,,,,,,,
9407,9408.0,2012-02-01,1,1.0,2.0,21.0,0.0,3.0,1,1,0.52,0.5,0.52,0.1642,16,217,233,Cerah,Malam,,,,,,,,,,,
9408,9409.0,2012-02-01,1,1.0,2.0,22.0,0.0,3.0,1,1,0.5,0.4848,0.55,0.194,7,133,140,Cerah,Malam,,,,,,,,,,,
9409,9410.0,2012-02-01,1,1.0,2.0,23.0,0.0,3.0,1,1,0.46,0.4545,0.63,0.0896,22,75,97,Cerah,Malam,,,,,,,,,,,
9410,9411.0,2012-02-02,1,1.0,2.0,0.0,0.0,4.0,1,1,0.46,0.4545,0.59,0.1343,7,24,31,Cerah,Dini Hari,,,,,,,,,,,
9411,9412.0,2012-02-02,1,1.0,2.0,1.0,0.0,4.0,1,2,0.46,0.4545,0.55,0.0,3,14,17,Berkabut,Dini Hari,,,,,,,,,,,
9412,9413.0,2012-02-02,1,1.0,2.0,2.0,0.0,4.0,1,2,0.42,0.4242,0.67,0.1343,2,7,9,Berkabut,Dini Hari,,,,,,,,,,,
9413,9414.0,2012-02-02,1,1.0,2.0,3.0,0.0,4.0,1,2,0.42,0.4242,0.67,0.1343,0,2,2,Berkabut,Dini Hari,,,,,,,,,,,
9414,9415.0,2012-02-02,1,1.0,2.0,4.0,0.0,4.0,1,3,0.4,0.4091,0.82,0.0896,0,1,1,Hujan Ringan,Dini Hari,,,,,,,,,,,
9415,9416.0,2012-02-02,1,1.0,2.0,5.0,0.0,4.0,1,3,0.4,0.4091,0.82,0.0,0,19,19,Hujan Ringan,Dini Hari,,,,,,,,,,,
9416,9417.0,2012-02-02,1,1.0,2.0,6.0,0.0,4.0,1,3,0.36,0.3788,0.9,0.0,1,73,74,Hujan Ringan,Dini Hari,,,,,,,,,,,
9417,9418.0,2012-02-02,1,1.0,2.0,7.0,0.0,4.0,1,3,0.36,0.3788,0.93,0.0,4,201,205,Hujan Ringan,Pagi,,,,,,,,,,,
9418,9419.0,2012-02-02,1,1.0,2.0,8.0,0.0,4.0,1,3,0.4,0.4091,0.87,0.0,9,436,445,Hujan Ringan,Pagi,,,,,,,,,,,
9419,9420.0,2012-02-02,1,1.0,2.0,9.0,0.0,4.0,1,3,0.38,0.3939,0.87,0.0,15,213,228,Hujan Ringan,Pagi,,,,,,,,,,,
9420,9421.0,2012-02-02,1,1.0,2.0,10.0,0.0,4.0,1,3,0.42,0.4242,0.77,0.1045,6,72,78,Hujan Ringan,Pagi,,,,,,,,,,,
9421,9422.0,2012-02-02,1,1.0,2.0,11.0,0.0,4.0,1,3,0.4,0.4091,0.82,0.2537,6,99,105,Hujan Ringan,Siang,,,,,,,,,,,
9422,9423.0,2012-02-02,1,1.0,2.0,12.0,0.0,4.0,1,1,0.42,0.4242,0.82,0.0,8,140,148,Cerah,Siang,,,,,,,,,,,
9423,9424.0,2012-02-02,1,1.0,2.0,13.0,0.0,4.0,1,2,0.42,0.4242,0.77,0.0,13,124,137,Berkabut,Siang,,,,,,,,,,,
9424,9425.0,2012-02-02,1,1.0,2.0,14.0,0.0,4.0,1,1,0.4,0.4091,0.76,0.1045,12,129,141,Cerah,Siang,,,,,,,,,,,
9425,9426.0,2012-02-02,1,1.0,2.0,15.0,0.0,4.0,1,1,0.46,0.4545,0.67,0.1642,24,150,174,Cerah,Siang,,,,,,,,,,,
9426,9427.0,2012-02-02,1,1.0,2.0,16.0,0.0,4.0,1,1,0.46,0.4545,0.55,0.2836,18,211,229,Cerah,Siang,,,,,,,,,,,
9427,9428.0,2012-02-02,1,1.0,2.0,17.0,0.0,4.0,1,1,0.42,0.4242,0.54,0.4925,13,437,450,Cerah,Sore,,,,,,,,,,,
9428,9429.0,2012-02-02,1,1.0,2.0,18.0,0.0,4.0,1,1,0.4,0.4091,0.43,0.4627,17,393,410,Cerah,Sore,,,,,,,,,,,
9429,9430.0,2012-02-02,1,1.0,2.0,19.0,0.0,4.0,1,1,0.38,0.3939,0.43,0.5224,16,311,327,Cerah,Sore,,,,,,,,,,,
9430,9431.0,2012-02-02,1,1.0,2.0,20.0,0.0,4.0,1,1,0.36,0.3182,0.46,0.5224,9,204,213,Cerah,Sore,,,,,,,,,,,
9431,9432.0,2012-02-02,1,1.0,2.0,21.0,0.0,4.0,1,1,0.34,0.303,0.46,0.4179,4,144,148,Cerah,Malam,,,,,,,,,,,
9432,9433.0,2012-02-02,1,1.0,2.0,22.0,0.0,4.0,1,1,0.32,0.2879,0.49,0.4179,3,106,109,Cerah,Malam,,,,,,,,,,,
9433,9434.0,2012-02-02,1,1.0,2.0,23.0,0.0,4.0,1,1,0.32,0.303,0.49,0.2537,0,61,61,Cerah,Malam,,,,,,,,,,,
9434,9435.0,2012-02-03,1,1.0,2.0,0.0,0.0,5.0,1,1,0.32,0.2879,0.53,0.3881,1,37,38,Cerah,Dini Hari,,,,,,,,,,,
9435,9436.0,2012-02-03,1,1.0,2.0,1.0,0.0,5.0,1,1,0.3,0.2727,0.56,0.3284,3,19,22,Cerah,Dini Hari,,,,,,,,,,,
9436,9437.0,2012-02-03,1,1.0,2.0,2.0,0.0,5.0,1,1,0.3,0.2879,0.52,0.2239,0,6,6,Cerah,Dini Hari,,,,,,,,,,,
9437,9438.0,2012-02-03,1,1.0,2.0,3.0,0.0,5.0,1,1,0.28,0.2576,0.56,0.2985,0,4,4,Cerah,Dini Hari,,,,,,,,,,,
9438,9439.0,2012-02-03,1,1.0,2.0,4.0,0.0,5.0,1,1,0.26,0.2576,0.6,0.2239,0,2,2,Cerah,Dini Hari,,,,,,,,,,,
9439,9440.0,2012-02-03,1,1.0,2.0,5.0,0.0,5.0,1,1,0.26,0.2576,0.6,0.2239,0,17,17,Cerah,Dini Hari,,,,,,,,,,,
9440,9441.0,2012-02-03,1,1.0,2.0,6.0,0.0,5.0,1,1,0.24,0.2424,0.65,0.1642,0,88,88,Cerah,Dini Hari,,,,,,,,,,,
9441,9442.0,2012-02-03,1,1.0,2.0,7.0,0.0,5.0,1,1,0.24,0.2273,0.65,0.2239,10,216,226,Cerah,Pagi,,,,,,,,,,,
9442,9443.0,2012-02-03,1,1.0,2.0,8.0,0.0,5.0,1,1,0.24,0.2273,0.65,0.2239,12,429,441,Cerah,Pagi,,,,,,,,,,,
9443,9444.0,2012-02-03,1,1.0,2.0,9.0,0.0,5.0,1,1,0.24,0.2273,0.65,0.194,18,252,270,Cerah,Pagi,,,,,,,,,,,
9444,9445.0,2012-02-03,1,1.0,2.0,10.0,0.0,5.0,1,1,0.28,0.2576,0.56,0.2836,15,114,129,Cerah,Pagi,,,,,,,,,,,
9445,9446.0,2012-02-03,1,1.0,2.0,11.0,0.0,5.0,1,1,0.32,0.303,0.53,0.2985,15,149,164,Cerah,Siang,,,,,,,,,,,
9446,9447.0,2012-02-03,1,1.0,2.0,12.0,0.0,5.0,1,1,0.34,0.3333,0.46,0.1343,25,191,216,Cerah,Siang,,,,,,,,,,,
